,datetime,title,source,link
128,12/30/2020 4:21:57 PM,Stocks That Hit 52-Week Highs On Wednesday,Benzinga,/news/stocks/stocks-that-hit-52-week-highs-on-wednesday-1029925626
129,12/31/2020 4:15:08 PM,Stocks That Hit 52-Week Highs On Thursday,Benzinga,/news/stocks/stocks-that-hit-52-week-highs-on-thursday-1029927027
130,1/4/2021 5:03:29 PM,7 Cheap Stocks to Buy in January For a Quick Buck,InvestorPlace,/news/stocks/7-cheap-stocks-to-buy-in-january-for-a-quick-buck-1029931161
131,1/4/2021 6:58:02 PM,Stocks That Hit 52-Week Highs On Monday,Benzinga,/news/stocks/stocks-that-hit-52-week-highs-on-monday-1029931300
132,1/5/2021 4:26:30 PM,Stocks That Hit 52-Week Highs On Tuesday,Benzinga,/news/stocks/stocks-that-hit-52-week-highs-on-tuesday-1029934499
133,1/14/2021 4:33:06 PM,Electric vehicle sector in focus as Democrat control in DC nears,Seeking Alpha,https://seekingalpha.com/news/3651516-electric-vehicle-sector-in-focus-democrat-control-in-dc-nears?utm_source=markets.businessinsider.com&utm_medium=referral
134,1/22/2021 3:23:15 PM,"J.P. Morgan auto supplier update lifts Lear, Adient; Gentherm sinks on downgrade",Seeking Alpha,https://seekingalpha.com/news/3653578-jp-morgan-auto-supplier-update-lifts-lear-adient-gentherm-sinks-on-downgrade?utm_source=markets.businessinsider.com&utm_medium=referral
135,1/22/2021 4:03:51 PM,"Benzinga's Top Ratings Upgrades, Downgrades For January 22, 2021",Benzinga,/news/stocks/benzinga-s-top-ratings-upgrades-downgrades-for-january-22-2021-1029994447
136,1/28/2021 12:26:51 AM,Morgan Stanley dives into winners/losers in greener federal energy policies,Seeking Alpha,https://seekingalpha.com/news/3655317-morgan-stanley-dives-into-winnerslosers-in-greener-federal-energy-policies?utm_source=markets.businessinsider.com&utm_medium=referral
137,1/28/2021 6:34:57 PM,GM's electric push to set off sparks across the electric vehicle sector,Seeking Alpha,https://seekingalpha.com/news/3655717-gms-electric-push-to-set-off-sparks-across-the-electric-vehicle-sector?utm_source=markets.businessinsider.com&utm_medium=referral
138,2/1/2021 3:01:40 PM,Aptiv (ex Delphi Automotive) is about to announce earnings — here's what Wall Street expects,Markets Insider Automation,/news/stocks/aptiv-stock-quarter-earnings-preview-q4-1030027842
139,2/2/2021 4:02:01 PM,4 Lidar Stocks to Buy on Apple Car News,InvestorPlace,/news/stocks/4-lidar-stocks-to-buy-on-apple-car-news-1030034390
140,2/2/2021 5:18:57 PM,Notable earnings before Wednesday's open,Seeking Alpha,https://seekingalpha.com/news/3657287-notable-earnings-before-wednesdays-open?utm_source=markets.businessinsider.com&utm_medium=referral
141,2/2/2021 6:18:05 PM,Aptiv Q4 2020 Earnings Preview,Seeking Alpha,https://seekingalpha.com/news/3657335-aptiv-q4-2020-earnings-preview?utm_source=markets.businessinsider.com&utm_medium=referral
142,2/3/2021 11:48:03 AM,"Aptiv EPS beats by $0.12, beats on revenue",Seeking Alpha,https://seekingalpha.com/news/3657652-aptiv-eps-beats-0_12-beats-on-revenue?utm_source=markets.businessinsider.com&utm_medium=referral
143,2/3/2021 1:01:25 PM,Aptiv Issues FY21 Outlook - Quick Facts ,RTTNews,/news/stocks/aptiv-issues-fy21-outlook-quick-facts-1030037714
144,2/27/2021 7:08:18 PM,6 Lidar SPACs For Investors To Consider On Apple News,Benzinga,/news/stocks/6-lidar-spacs-for-investors-to-consider-on-apple-news-1030131918
145,3/17/2021 6:02:00 PM,7 of the Best ETFs To Buy for the Second Quarter,InvestorPlace,/news/stocks/7-of-the-best-etfs-to-buy-for-the-second-quarter-1030221161
146,3/26/2021 3:23:45 PM,"Benzinga's Top Ratings Upgrades, Downgrades For March 26, 2021",Benzinga,/news/stocks/benzinga-s-top-ratings-upgrades-downgrades-for-march-26-2021-1030250291
147,3/31/2021 1:47:25 PM,4 of the Best Stocks You’ve Never Heard of but Should Definitely watch,InvestorPlace,/news/stocks/4-of-the-best-stocks-youve-never-heard-of-but-should-definitely-watch-1030264341
148,4/1/2021 8:08:07 PM,New Autonomous Driving Tech Could Steer Microvision Toward Another Crash,InvestorPlace,/news/stocks/new-autonomous-driving-tech-microvision-mvis-stock-toward-another-crash-1030270688
149,4/6/2021 4:00:56 PM,Innoviz SPAC Merger: 10 Things to Know About Lidar Play INVZ Stock as Shares Begin Trading,InvestorPlace,/news/stocks/innoviz-spac-merger-10-things-to-know-about-lidar-play-invz-stock-as-shares-begin-trading-1030278178
150,4/8/2021 6:05:41 PM,"Microvision Isn’t the Best Lidar Play, but It’s One of the Richest",InvestorPlace,/news/stocks/mvis-stock-not-best-lidar-play-but-priced-like-one-1030287059
151,4/13/2021 5:54:08 PM,Auto suppliers sized up ahead of earnings with chip shortage in the mix,Seeking Alpha,https://seekingalpha.com/news/3681460-auto-suppliers-sized-up-ahead-of-earnings-with-chip-shortage-in-the-mix?utm_source=markets.businessinsider.com&utm_medium=referral
152,4/23/2021 10:10:35 PM,Morgan Stanley says picks can draw 'multi-decade' tailwind from new climate policy,Seeking Alpha,https://seekingalpha.com/news/3685289-morgan-stanley-says-picks-can-draw-multi-decade-tailwind-from-new-climate-policy?utm_source=markets.businessinsider.com&utm_medium=referral
153,5/4/2021 3:02:12 PM,Aptiv (ex Delphi Automotive) earnings: here's what Wall Street expects,Markets Insider Automation,/news/stocks/aptiv-quarter-earnings-preview-q1-1030384539
154,5/5/2021 4:48:53 PM,Notable earnings before Thursday's open,Seeking Alpha,https://seekingalpha.com/news/3691210-notable-earnings-thursdays-open?utm_source=markets.businessinsider.com&utm_medium=referral
155,5/11/2021 2:50:35 PM,Auto names clipped as electric vehicle industry hits speed bumps,Seeking Alpha,https://seekingalpha.com/news/3694634-auto-names-clipped-as-electric-vehicle-industry-hits-speed-bumps?utm_source=markets.businessinsider.com&utm_medium=referral
156,6/3/2021 12:35:35 PM,"Amazon, IBM highlight Credit Suisse's 'Top of the Crop' picks: At the Open",Seeking Alpha,https://seekingalpha.com/news/3702860-amazon-ibm-highlight-credit-suisses-top-of-the-crop-picks?utm_source=markets.businessinsider.com&utm_medium=referral
157,6/7/2021 10:30:00 PM,Aptiv to Present at the Evercore ISI Inaugural TMT Conference,PR Newswire,/news/stocks/aptiv-to-present-at-the-evercore-isi-inaugural-tmt-conference-1030501181
158,6/9/2021 8:40:42 PM,7 ESG Stocks to Buy as Activists Take Aim at Big Oil,InvestorPlace,/news/stocks/7-esg-stocks-to-buy-as-activists-take-aim-at-big-oil-1030509522
159,6/14/2021 10:30:00 PM,Aptiv to Present at the Deutsche Bank Global Auto Industry Conference,PR Newswire,/news/stocks/aptiv-to-present-at-the-deutsche-bank-global-auto-industry-conference-1030521203
160,6/18/2021 7:30:24 PM,Seeking Alpha Catalyst Watch,Seeking Alpha,https://seekingalpha.com/news/3707786-seeking-alpha-catalyst-watch?utm_source=markets.businessinsider.com&utm_medium=referral
161,6/22/2021 6:26:16 PM,Smart LiDAR Solution Company Quanergy Gets SPAC Deal: What Investors Should Know,Benzinga,/news/stocks/smart-lidar-solution-company-quanergy-gets-spac-deal-what-investors-should-know-1030544155
162,6/23/2021 8:27:06 PM,The Big-Time Breakthrough of Autonomous Cars Is Closer Than You Think,InvestorPlace,/news/stocks/the-big-time-breakthrough-of-autonomous-cars-is-closer-than-you-think-1030548735
163,6/24/2021 4:04:05 PM,"Benzinga's Top Ratings Upgrades, Downgrades For June 24, 2021",Benzinga,/news/stocks/benzinga-s-top-ratings-upgrades-downgrades-for-june-24-2021-1030551711
164,6/24/2021 5:37:54 PM,Expert Ratings For Aptiv,Benzinga,/news/stocks/expert-ratings-for-aptiv-1030552134
165,6/25/2021 7:30:07 PM,Seeking Alpha Catalyst Watch,Seeking Alpha,https://seekingalpha.com/news/3710244-seeking-alpha-catalyst-watch?utm_source=markets.businessinsider.com&utm_medium=referral
166,6/29/2021 3:48:50 PM,Are electric vehicles cleaner than gasoline cars? Deeper dive into the EV industry,Seeking Alpha,https://seekingalpha.com/news/3711038-are-electric-vehicles-cleaner-than-gasoline-cars-deeper-dive-into-the-ev-industry?utm_source=markets.businessinsider.com&utm_medium=referral
167,7/1/2021 12:29:40 PM,Caterpillar moves into Credit Suisse's 'Top of the Crop' list: At the Open,Seeking Alpha,https://seekingalpha.com/news/3711767-caterpillar-moves-into-credit-suisses-top-of-the-crop-list?utm_source=markets.businessinsider.com&utm_medium=referral
168,7/9/2021 10:30:00 PM,Aptiv to Release Second Quarter 2021 Financial Results,PR Newswire,/news/stocks/aptiv-to-release-second-quarter-2021-financial-results-1030594179
169,7/19/2021 6:21:44 PM,"Fast Radius: Key Takeaways On The SPAC Deal Backed By Goldman Sachs, Palantir",Benzinga,/news/stocks/fast-radius-key-takeaways-on-the-spac-deal-backed-by-goldman-sachs-palantir-1030621236
170,7/26/2021 9:56:23 PM,Veoneer trades above deal price; one analyst sees possibility of competing bid,Seeking Alpha,https://seekingalpha.com/news/3719384-veoneer-trades-above-deal-price-one-analyst-sees-possibility-of-competing-bid?utm_source=markets.businessinsider.com&utm_medium=referral
171,7/28/2021 4:25:40 PM,4 Safe and Profitable EV Stocks to Put at the Top of Your Buy List,InvestorPlace,/news/stocks/4-safe-and-profitable-ev-stocks-to-put-at-the-top-of-your-buy-list-1030657685
172,7/29/2021 6:00:43 PM,Workhorse Names New CEO With Auto Experience: What Investors Should Know,Benzinga,/news/stocks/workhorse-names-new-ceo-with-auto-experience-what-investors-should-know-1030663545
173,8/3/2021 3:02:13 PM,Here's what to expect from Aptiv (ex Delphi Automotive)'s earnings report,Markets Insider Automation,/news/stocks/aptiv-q2-quarterly-earnings-preview-stock-1030683403
174,8/4/2021 12:31:18 PM,Credit Suisse's latest 'Top of the Crop' list down to two names: At the Open,Seeking Alpha,https://seekingalpha.com/news/3724833-credit-suisses-latest-top-of-the-crop-list-down-to-two-names?utm_source=markets.businessinsider.com&utm_medium=referral
175,8/4/2021 2:00:37 PM,Notable earnings before Thursday's open,Seeking Alpha,https://seekingalpha.com/news/3724959-notable-earnings-before-thursdays-open?utm_source=markets.businessinsider.com&utm_medium=referral
176,8/4/2021 2:52:52 PM,"Fisker Stock May Be Tapped out for Now, but Take a Look at Magna",InvestorPlace,/news/stocks/fsr-stock-may-be-tapped-out-for-now-but-take-a-look-at-magna-1030690159
177,8/5/2021 10:48:49 AM,"Aptiv EPS misses by $0.04, beats on revenue",Seeking Alpha,https://seekingalpha.com/news/3725846-aptiv-eps-misses-0_04-beats-on-revenue?utm_source=markets.businessinsider.com&utm_medium=referral
178,8/5/2021 12:45:00 PM,Aptiv Reports Second Quarter 2021 Financial Results,PR Newswire,/news/stocks/aptiv-reports-second-quarter-2021-financial-results-1030695013
179,8/5/2021 2:09:00 PM,Aptiv Boosts FY21 Outlook - Quick Facts ,RTTNews,/news/stocks/aptiv-boosts-fy21-outlook-quick-facts-1030695649
180,8/6/2021 6:24:09 PM,Analyst Ratings For Aptiv,Benzinga,/news/stocks/analyst-ratings-for-aptiv-1030702182
181,8/10/2021 7:05:35 PM,What 11 Analyst Ratings Have To Say About Aptiv,Benzinga,/news/stocks/what-11-analyst-ratings-have-to-say-about-aptiv-1030714837
182,8/10/2021 10:30:00 PM,Aptiv to Present at the J.P. Morgan 2021 Auto Conference,PR Newswire,/news/stocks/aptiv-to-present-at-the-j-p-morgan-2021-auto-conference-1030715373
183,8/18/2021 10:30:00 PM,Aptiv Declares Quarterly Preferred Share Dividend,PR Newswire,/news/stocks/aptiv-declares-quarterly-preferred-share-dividend-1030743475
184,8/21/2021 5:24:05 PM,Expert Ratings For Aptiv,Benzinga,/news/stocks/expert-ratings-for-aptiv-1030750240
185,9/10/2021 7:03:20 PM,Expert Ratings For Aptiv,Benzinga,/news/stocks/expert-ratings-for-aptiv-1030793237
186,9/20/2021 6:14:44 PM,Analyst Ratings For Aptiv,Benzinga,/news/stocks/analyst-ratings-for-aptiv-1030810623
187,9/23/2021 5:09:11 PM,"Canoo, Lordstown Motors and QuantumScape lead strong day for auto sector",Seeking Alpha,https://seekingalpha.com/news/3743617-canoo-lordstown-motors-and-quantumscape-lead-strong-day-for-auto-sector?utm_source=markets.businessinsider.com&utm_medium=referral
188,9/24/2021 10:12:06 PM,5 Stock Plays To Leverage The 'Huge' Opportunity Presented By ADAS Over Next Decade,Benzinga,/news/stocks/5-stock-plays-to-leverage-the-huge-opportunity-presented-by-adas-over-next-decade-1030822736
189,10/7/2021 6:22:05 PM,What 10 Analyst Ratings Have To Say About Aptiv,Benzinga,/news/stocks/what-10-analyst-ratings-have-to-say-about-aptiv-1030851141
190,10/11/2021 1:04:44 PM,Aptiv Cuts FY Sales Outlook ,RTTNews,/news/stocks/aptiv-cuts-fy-sales-outlook-1030855727
191,10/11/2021 7:04:56 PM,Analyst Ratings For Aptiv,Benzinga,/news/stocks/analyst-ratings-for-aptiv-1030856750
192,11/3/2021 3:01:13 PM,What Wall Street expects from Aptiv (ex Delphi Automotive)'s earnings,Markets Insider Automation,/news/stocks/aptiv-q3-quarterly-earnings-preview-1030932552
193,11/3/2021 3:45:29 PM,Aptiv Q3 2021 Earnings Preview,Seeking Alpha,https://seekingalpha.com/news/3764114-aptiv-q3-2021-earnings-preview?utm_source=markets.businessinsider.com&utm_medium=referral
194,11/3/2021 3:55:55 PM,Notable earnings before Thursday's open,Seeking Alpha,https://seekingalpha.com/news/3764124-notable-earnings-before-thursdays-open?utm_source=markets.businessinsider.com&utm_medium=referral
195,11/4/2021 10:48:51 AM,"Aptiv EPS beats by $0.06, beats on revenue",Seeking Alpha,https://seekingalpha.com/news/3764930-aptiv-eps-beats-0_06-beats-on-revenue?utm_source=markets.businessinsider.com&utm_medium=referral
196,11/8/2021 12:06:10 PM,Aptiv is called overvalued by Piper Sandler as it pulls bull rating,Seeking Alpha,https://seekingalpha.com/news/3766634-aptiv-is-called-overvalued-by-piper-sandler-as-it-pulls-bull-rating?utm_source=markets.businessinsider.com&utm_medium=referral
197,11/8/2021 3:03:40 PM,"Benzinga's Top Ratings Upgrades, Downgrades For November 8, 2021",Benzinga,/news/stocks/benzinga-s-top-ratings-upgrades-downgrades-for-november-8-2021-1030949657
198,11/22/2021 4:08:33 PM,3 Stocks to Buy If You Think Autonomous Taxis Will Take Off,InvestorPlace,/news/stocks/3-stocks-to-buy-autonomous-taxis-1030995513
199,11/30/2021 12:03:24 PM,All Bets Are Off Whether the Lucid Stock Rally Can Continue,InvestorPlace,/news/stocks/lcid-stock-all-bets-off-rally-can-continue-1031011593
200,12/13/2021 9:56:24 PM,7 Stocks to Buy to Benefit From the Fed’s Delayed Taper,InvestorPlace,/news/stocks/7-stocks-to-buy-to-benefit-from-the-feds-delayed-taper-1031042436
201,12/16/2021 1:34:37 PM,10 Biggest Price Target Changes For Thursday,Benzinga,/news/stocks/10-biggest-price-target-changes-for-thursday-1031050023
202,12/16/2021 3:41:49 PM,Analyst Ratings For Aptiv,Benzinga,/news/stocks/analyst-ratings-for-aptiv-1031050633
203,1/11/2022 11:15:13 AM,Aptiv to acquire Wind River from TPG in a cash deal worth $4.3B,Seeking Alpha,https://seekingalpha.com/news/3786960-aptiv-to-acquire-wind-river-from-tpg-in-a-cash-deal-worth-43b?utm_source=markets.businessinsider.com&utm_medium=referral
204,1/11/2022 12:09:00 PM,Aptiv To Acquire Wind River - Quick Facts ,RTTNews,/news/stocks/aptiv-to-acquire-wind-river-quick-facts-1031093300
205,2/2/2022 3:01:13 PM,What Wall Street expects from Aptiv (ex Delphi Automotive)'s earnings,Markets Insider Automation,/news/stocks/aptiv-stock-quarter-earnings-preview-q4-1031154186
206,2/2/2022 3:47:17 PM,Notable earnings before Thursday's open,Seeking Alpha,https://seekingalpha.com/news/3794923-notable-earnings-before-thursdays-open?utm_source=markets.businessinsider.com&utm_medium=referral
207,2/2/2022 7:19:36 PM,Aptiv Q4 2021 Earnings Preview,Seeking Alpha,https://seekingalpha.com/news/3795087-aptiv-q4-2021-earnings-preview?utm_source=markets.businessinsider.com&utm_medium=referral
208,2/3/2022 11:56:39 AM,"Aptiv Non-GAAP EPS of $0.56 in-line, revenue of $4.13B beats by $220M",Seeking Alpha,https://seekingalpha.com/news/3795386-aptiv-non-gaap-eps-of-0_56-in-line-revenue-of-4_13b-beats-220m?utm_source=markets.businessinsider.com&utm_medium=referral
209,2/7/2022 3:33:12 PM,Analyst Ratings For Aptiv,Benzinga,/news/stocks/analyst-ratings-for-aptiv-1031167474
210,3/7/2022 6:24:38 PM,"General Motors, Ferrari and Goodyear Tire are part of a big slump in auto stocks on supply chain, commodities anxiety",Seeking Alpha,https://seekingalpha.com/news/3810338-general-motors-ferrari-and-goodyear-tire-are-part-of-a-big-slump-in-auto-stocks-on-supply-chain-commodities-anxiety?utm_source=markets.businessinsider.com&utm_medium=referral
211,3/31/2022 10:48:48 PM,"With Tesla Localizing EV Production, This Analyst Says Musk's Brand Is Becoming A Renewable Energy Play",Benzinga,/news/stocks/with-tesla-localizing-ev-production-this-analyst-says-musk-s-brand-is-becoming-a-renewable-energy-play-1031324045
212,4/1/2022 6:03:17 PM,Where Aptiv Stands With Analysts,Benzinga,/news/stocks/where-aptiv-stands-with-analysts-1031327029
213,4/6/2022 4:16:32 PM,"Benzinga's Top Ratings Upgrades, Downgrades For April 6, 2022",Benzinga,/news/stocks/benzinga-s-top-ratings-upgrades-downgrades-for-april-6-2022-1031337076
214,4/12/2022 4:03:25 PM,"Benzinga's Top Ratings Upgrades, Downgrades For April 12, 2022",Benzinga,/news/stocks/benzinga-s-top-ratings-upgrades-downgrades-for-april-12-2022-1031350133
215,4/18/2022 1:41:27 PM,10 Biggest Price Target Changes For Monday,Benzinga,/news/stocks/10-biggest-price-target-changes-for-monday-1031360796
216,4/18/2022 4:04:01 PM,"Benzinga's Top Ratings Upgrades, Downgrades For April 18, 2022",Benzinga,/news/stocks/benzinga-s-top-ratings-upgrades-downgrades-for-april-18-2022-1031361238
217,4/18/2022 5:04:33 PM,What 9 Analyst Ratings Have To Say About Aptiv,Benzinga,/news/stocks/what-9-analyst-ratings-have-to-say-about-aptiv-1031361337
218,5/4/2022 3:01:13 PM,Here's what Wall Street expects from Aptiv (ex Delphi Automotive)'s earnings report,Markets Insider Automation,/news/stocks/aptiv-quarter-earnings-preview-q1-1031420006
219,5/4/2022 3:07:51 PM,Notable earnings before Thursday's open,Seeking Alpha,https://seekingalpha.com/news/3832077-notable-earnings-before-thursdays-open?utm_source=markets.businessinsider.com&utm_medium=referral
220,5/4/2022 5:06:07 PM,Aptiv Q1 2022 Earnings Preview,Seeking Alpha,https://seekingalpha.com/news/3832201-aptiv-q1-2022-earnings-preview?utm_source=markets.businessinsider.com&utm_medium=referral
221,5/5/2022 10:54:25 AM,"Aptiv Non-GAAP EPS of $0.63 beats by $0.02, revenue of $4.18B beats by $120M",Seeking Alpha,https://seekingalpha.com/news/3833124-aptiv-non-gaap-eps-of-0_63-beats-0_02-revenue-of-4_18b-beats-120m?utm_source=markets.businessinsider.com&utm_medium=referral
222,5/9/2022 6:01:17 PM,11 Analysts Have This to Say About Aptiv,Benzinga,/news/stocks/11-analysts-have-this-to-say-about-aptiv-1031437602
223,5/16/2022 3:46:47 PM,"Auto manufacturers, suppliers slip on Monday amid China concerns",Seeking Alpha,https://seekingalpha.com/news/3839305-auto-manufacturers-suppliers-slip-on-monday-amid-china-concerns?utm_source=markets.businessinsider.com&utm_medium=referral
224,5/23/2022 9:30:00 AM,"Few opportunities found in auto sector, according to Morgan Stanley",Seeking Alpha,https://seekingalpha.com/news/3841551-few-opportunities-found-in-auto-sector-according-to-morgan-stanley?utm_source=markets.businessinsider.com&utm_medium=referral
225,5/30/2022 12:59:59 PM,Top 25 stocks that are down big but have improving earnings,Seeking Alpha,https://seekingalpha.com/news/3843679-top-25-stocks-that-are-down-big-improving-earnings?utm_source=markets.businessinsider.com&utm_medium=referral
226,6/1/2022 4:13:41 PM,Expert Ratings for Aptiv,Benzinga,/news/stocks/expert-ratings-for-aptiv-1031502327
227,6/14/2022 4:06:39 PM,"Alphabet Delivers for Employees, Shareholders Win",InvestorPlace,/news/stocks/alphabet-delivers-for-employees-goog-stock-wins-1031528623
228,7/11/2022 8:03:41 PM,Analyst Ratings for Aptiv,Benzinga,/news/stocks/analyst-ratings-for-aptiv-1031579156
229,7/14/2022 7:38:15 PM,"Morgan Stanley cuts PT on Group 1 Automotive, American Axle, Adient, Aptiv, citing credit headwinds and slow growth",Seeking Alpha,https://seekingalpha.com/news/3856968-morgan-stanley-cuts-pt-on-group-1-automotive-american-axle-adient-aptiv-citing-credit-headwinds-and-slow-growth?utm_source=businessinsider&utm_medium=referral
230,7/31/2022 3:50:22 PM,"Speculative, expensive and beaten down; meet the stock market's new leadership",Seeking Alpha,https://seekingalpha.com/news/3863490-speculative-expensive-and-beaten-down-meet-the-stock-markets-new-leadership?utm_source=businessinsider&utm_medium=referral
231,8/3/2022 2:45:21 PM,Notable earnings before Thursday's open,Seeking Alpha,https://seekingalpha.com/news/3865794-notable-earnings-before-thursdays-open?utm_source=businessinsider&utm_medium=referral
232,8/3/2022 3:01:13 PM,Aptiv (ex Delphi Automotive) earnings: here's what to expect,Markets Insider Automation,/news/stocks/aptiv-stock-price-quarter-earnings-preview-q2-1031645447
233,8/3/2022 5:37:52 PM,Aptiv Q2 2022 Earnings Preview,Seeking Alpha,https://seekingalpha.com/news/3866084-aptiv-q2-2022-earnings-preview?utm_source=businessinsider&utm_medium=referral
234,8/4/2022 10:49:01 AM,"Aptiv Non-GAAP EPS of $0.22 misses by $0.38, revenue of $4.1B beats by $20M, cuts FY22 guidance",Seeking Alpha,https://seekingalpha.com/news/3866943-aptiv-non-gaap-eps-of-022-misses-by-038-revenue-of-41b-beats-by-20m-cuts-fy22-guidance?utm_source=businessinsider&utm_medium=referral
235,8/4/2022 12:40:40 PM,"Fortinet, Datadog, Aptiv among premarket losers' pack",Seeking Alpha,https://seekingalpha.com/news/3867197-fortinet-datadog-aptiv-among-premarket-losers-pack?utm_source=businessinsider&utm_medium=referral
236,8/5/2022 7:00:48 PM,"Catalyst watch: GlobalFoundries event, Roblox earnings and AMTD Digital gyrations",Seeking Alpha,https://seekingalpha.com/news/3868358-catalyst-watch-globalfoundries-event-roblox-earnings-and-amtd-digital-gyrations?utm_source=businessinsider&utm_medium=referral
237,8/5/2022 11:25:38 PM,Where Aptiv Stands With Analysts,Benzinga,/news/stocks/where-aptiv-stands-with-analysts-1031656656
238,8/11/2022 3:21:47 PM,"SVB Leerink Cuts Price Target On This Stock By 50%, Also Check Out Some Other Major PT Changes",Benzinga,/news/stocks/svb-leerink-cuts-price-target-on-this-stock-by-50-also-check-out-some-other-major-pt-changes-1031676113
239,8/15/2022 8:47:29 PM,"David Tepper's Appaloosa takes new stakes in Salesforce, Alibaba, Netflix, cuts Micron",Seeking Alpha,https://seekingalpha.com/news/3873227-david-teppers-appaloosa-takes-new-stakes-in-salesforce-alibaba-cuts-micron-amazon?utm_source=businessinsider&utm_medium=referral
240,9/9/2022 8:34:05 PM,What 9 Analyst Ratings Have To Say About Aptiv,Benzinga,/news/stocks/what-9-analyst-ratings-have-to-say-about-aptiv-1031735362
241,9/9/2022 10:43:13 PM,9 Analysts Have This to Say About Aptiv,Benzinga,/news/stocks/9-analysts-have-this-to-say-about-aptiv-1031735506
242,9/13/2022 11:46:36 AM,Aptiv to take 85% stake in Intercable Automotive Solutions for €595M,Seeking Alpha,https://seekingalpha.com/news/3882262-aptiv-to-take-85-stake-in-intercable-automotive-solutions-for-595m?utm_source=businessinsider&utm_medium=referral
243,9/13/2022 2:13:14 PM,Aptiv Plc To Buy 85% Stake In Intercable Automotive For EUR 595 Mln; Aptiv Up In Pre-market ,RTTNews,/news/stocks/aptiv-plc-to-buy-85-stake-in-intercable-automotive-for-eur-595-mln-aptiv-up-in-pre-market-1031739754
244,9/27/2022 10:58:44 PM,7 Large-Cap Sleeper Stocks to Buy Before Wall Street Wakes Up,InvestorPlace,/news/stocks/7-large-cap-sleeper-stocks-to-buy-before-wall-street-wakes-up-1031768456
245,9/28/2022 10:09:21 PM,Expert Ratings for Aptiv,Benzinga,/news/stocks/expert-ratings-for-aptiv-1031771219
246,10/9/2022 12:16:19 PM,"‘Long China, short Europe,’ Wells Fargo says in auto sector analysis",Seeking Alpha,https://seekingalpha.com/news/3889850-long-china-short-europe-wells-fargo-says-in-auto-sector-analysis?utm_source=businessinsider&utm_medium=referral
247,10/13/2022 1:55:42 AM,RBC Capital Sticks to Their Buy Rating for Aptiv (APTV),TipRanks,/news/stocks/rbc-capital-sticks-to-their-buy-rating-for-aptiv-aptv-1031801180
248,10/17/2022 6:47:53 PM,2 “Strong Buy” Stocks for a Tax-Loss Harvesting Haul,TipRanks,/news/stocks/2-strong-buy-stocks-for-a-tax-loss-harvesting-haul-1031811000
249,11/2/2022 2:15:21 PM,Notable earnings before Thursday's open,Seeking Alpha,https://seekingalpha.com/news/3899741-notable-earnings-before-thursdays-open?utm_source=businessinsider&utm_medium=referral
250,11/2/2022 3:01:13 PM,Here's what Wall Street expects from Aptiv (ex Delphi Automotive)'s earnings,Markets Insider Automation,/news/stocks/aptiv-q3-quarterly-earnings-preview-stock-1031864523
251,11/2/2022 5:18:19 PM,Aptiv Q3 2022 Earnings Preview,Seeking Alpha,https://seekingalpha.com/news/3899954-aptiv-q3-2022-earnings-preview?utm_source=businessinsider&utm_medium=referral
252,11/3/2022 10:51:29 AM,"Aptiv Non-GAAP EPS of $1.28 beats by $0.28, revenue of $4.61B beats by $310M",Seeking Alpha,https://seekingalpha.com/news/3900689-aptiv-non-gaap-eps-of-1_28-beats-0_28-revenue-of-4_61b-beats-310m?utm_source=businessinsider&utm_medium=referral
253,11/4/2022 4:40:23 PM,"Analysts Offer Insights on Industrial Goods Companies: CH Robinson (CHRW), Aptiv (APTV) and Plains GP Holdings (PAGP)",TipRanks,/news/stocks/analysts-offer-insights-on-industrial-goods-companies-ch-robinson-chrw-aptiv-aptv-and-plains-gp-holdings-pagp-1031876733
254,11/4/2022 8:14:03 PM,Where Aptiv Stands With Analysts,Benzinga,/news/stocks/where-aptiv-stands-with-analysts-1031877028
255,11/10/2022 12:11:59 PM,Wall Street Analysts Are Neutral on Top Industrial Goods Picks,TipRanks,/news/stocks/wall-street-analysts-are-neutral-on-top-industrial-goods-picks-1031898150
256,11/11/2022 2:05:28 AM,Berenberg Bank Keeps Their Buy Rating on Aptiv (APTV),TipRanks,/news/stocks/berenberg-bank-keeps-their-buy-rating-on-aptiv-aptv-1031901081
257,11/14/2022 9:28:01 PM,"Tepper's Appaloosa closes stakes in Kohl's, Micron, Occidental, Netflix",Seeking Alpha,https://seekingalpha.com/news/3907457-teppers-appaloosa-closes-stakes-in-kohls-micron-occidental-netflix?utm_source=businessinsider&utm_medium=referral
258,11/28/2022 1:03:47 PM,Expert Ratings for Aptiv,Benzinga,/news/stocks/expert-ratings-for-aptiv-1031939597
259,11/28/2022 1:20:04 PM,Marathon Oil To Rally Around 65%? Plus This Analyst Cuts PT On Twilio By 55%,Benzinga,/news/stocks/marathon-oil-to-rally-around-65-plus-this-analyst-cuts-pt-on-twilio-by-55-1031939605
260,11/28/2022 4:01:32 PM,"Benzinga's Top Ratings Upgrades, Downgrades For November 28, 2022",Benzinga,/news/stocks/benzinga-s-top-ratings-upgrades-downgrades-for-november-28-2022-1031940086
261,12/2/2022 4:39:20 PM,"'Eye-Popping For The Fed': 5 Experts React To November Jobs Report, What It Means For Interest Rates",Benzinga,/news/stocks/eye-popping-for-the-fed-5-experts-react-to-november-jobs-report-what-it-means-for-interest-rates-1031950671
